pair_index,answer_json,test_json,point,raw_error,w0_error,w0.2_error,w0.4_error,w0.65_error,w0.8_error,w1_error,best_weight,best_error
7,20260616_191519_382_landmarks.json,20260616_173142_589_landmarks.json,chin,41.63,41.63,41.628,41.628,41.633,41.637,41.646,0.2,41.628
7,20260616_191519_382_landmarks.json,20260616_173142_589_landmarks.json,clothing_start,39.649,39.649,42.543,45.441,49.071,51.251,54.16,0,39.649
8,20260616_191535_348_landmarks.json,20260616_174347_104_landmarks.json,left_eye,9.885,9.885,9.053,8.248,7.292,6.755,6.094,1,6.094
8,20260616_191535_348_landmarks.json,20260616_174347_104_landmarks.json,right_eye,5.919,5.919,7.432,8.964,10.893,12.055,13.609,0,5.919
8,20260616_191535_348_landmarks.json,20260616_174347_104_landmarks.json,nose_tip,7.712,7.712,7.712,7.712,7.712,7.712,7.712,0,7.712
8,20260616_191535_348_landmarks.json,20260616_174347_104_landmarks.json,mouth_left,16.666,16.666,13.4,10.218,6.547,4.819,4.146,1,4.146
8,20260616_191535_348_landmarks.json,20260616_174347_104_landmarks.json,mouth_right,17.119,17.119,14.975,13.022,11.003,10.127,9.499,1,9.499
8,20260616_191535_348_landmarks.json,20260616_174347_104_landmarks.json,mouth_center,17.141,17.141,15.88,14.794,13.747,13.316,13.004,1,13.004
8,20260616_191535_348_landmarks.json,20260616_174347_104_landmarks.json,chin,87.999,87.999,88.053,88.109,88.18,88.224,88.284,0,87.999
8,20260616_191535_348_landmarks.json,20260616_174347_104_landmarks.json,clothing_start,332.044,332.044,328.92,325.797,321.895,319.556,316.438,1,316.438
9,20260616_191549_859_landmarks.json,20260616_174405_418_landmarks.json,left_eye,3.07,3.07,2.332,1.684,1.237,1.337,1.829,0.65,1.237
9,20260616_191549_859_landmarks.json,20260616_174405_418_landmarks.json,right_eye,8.205,8.205,8.943,9.818,11.054,11.853,12.969,0,8.205
9,20260616_191549_859_landmarks.json,20260616_174405_418_landmarks.json,nose_tip,1.733,1.733,1.733,1.733,1.733,1.733,1.733,0,1.733
9,20260616_191549_859_landmarks.json,20260616_174405_418_landmarks.json,mouth_left,21.627,21.627,20.46,19.675,19.3,19.414,19.955,0.65,19.3
9,20260616_191549_859_landmarks.json,20260616_174405_418_landmarks.json,mouth_right,3.754,3.754,6.009,8.301,11.183,12.917,15.232,0,3.754
9,20260616_191549_859_landmarks.json,20260616_174405_418_landmarks.json,mouth_center,16.034,16.034,17.245,18.55,20.284,21.37,22.858,0,16.034
9,20260616_191549_859_landmarks.json,20260616_174405_418_landmarks.json,chin,36.128,36.128,36.298,36.469,36.686,36.818,36.995,0,36.128
9,20260616_191549_859_landmarks.json,20260616_174405_418_landmarks.json,clothing_start,87.791,87.791,90.569,93.348,96.824,98.91,101.694,0,87.791
10,20260616_192121_093_landmarks.json,20260616_174418_131_landmarks.json,left_eye,5.374,5.374,4.778,4.286,3.877,3.771,3.813,0.8,3.771
10,20260616_192121_093_landmarks.json,20260616_174418_131_landmarks.json,right_eye,5.63,5.63,6.993,8.392,10.168,11.242,12.682,0,5.63
10,20260616_192121_093_landmarks.json,20260616_174418_131_landmarks.json,nose_tip,8.996,8.996,8.996,8.996,8.996,8.996,8.996,0,8.996
10,20260616_192121_093_landmarks.json,20260616_174418_131_landmarks.json,mouth_left,8.066,8.066,10.811,13.743,17.529,19.836,22.936,0,8.066
10,20260616_192121_093_landmarks.json,20260616_174418_131_landmarks.json,mouth_right,22.409,22.409,22.032,21.932,22.203,22.57,23.284,0.4,21.932
10,20260616_192121_093_landmarks.json,20260616_174418_131_landmarks.json,mouth_center,7.558,7.558,8.59,9.887,11.749,12.949,14.616,0,7.558
10,20260616_192121_093_landmarks.json,20260616_174418_131_landmarks.json,chin,62.227,62.227,62.275,62.324,62.389,62.429,62.484,0,62.227
10,20260616_192121_093_landmarks.json,20260616_174418_131_landmarks.json,clothing_start,35.488,35.488,32.865,30.313,27.254,25.508,23.316,1,23.316
