pair_index,answer_json,test_json,point,raw_error,w0_error,w0.2_error,w0.4_error,w0.65_error,w0.8_error,w1_error,best_weight,best_error
2,20260616_174405_418_landmarks.json,20260616_201035_250_landmarks.json,right_eye,8.37,8.37,10.047,11.752,13.908,15.21,16.953,0,8.37
2,20260616_174405_418_landmarks.json,20260616_201035_250_landmarks.json,nose_tip,2.062,2.062,2.062,2.062,2.062,2.062,2.062,0,2.062
2,20260616_174405_418_landmarks.json,20260616_201035_250_landmarks.json,mouth_left,28.077,28.077,28.198,28.322,28.484,28.584,28.72,0,28.077
2,20260616_174405_418_landmarks.json,20260616_201035_250_landmarks.json,mouth_right,15.885,15.885,15.937,15.997,16.08,16.135,16.214,0,15.885
2,20260616_174405_418_landmarks.json,20260616_201035_250_landmarks.json,mouth_center,5.982,5.982,5.659,5.377,5.095,4.968,4.853,1,4.853
2,20260616_174405_418_landmarks.json,20260616_201035_250_landmarks.json,chin,19.708,19.708,18.557,17.405,15.965,15.101,13.95,1,13.95
2,20260616_174405_418_landmarks.json,20260616_201035_250_landmarks.json,clothing_start,78.104,78.104,83.853,89.615,96.834,101.171,106.961,0,78.104
3,20260616_174418_131_landmarks.json,20260616_201101_678_landmarks.json,left_eye,13.051,13.051,14.394,15.882,17.889,19.152,20.888,0,13.051
3,20260616_174418_131_landmarks.json,20260616_201101_678_landmarks.json,right_eye,11.83,11.83,13.724,15.62,17.991,19.414,21.312,0,11.83
3,20260616_174418_131_landmarks.json,20260616_201101_678_landmarks.json,nose_tip,7.846,7.846,7.846,7.846,7.846,7.846,7.846,0,7.846
3,20260616_174418_131_landmarks.json,20260616_201101_678_landmarks.json,mouth_left,19.891,19.891,20.251,20.612,21.064,21.336,21.7,0,19.891
3,20260616_174418_131_landmarks.json,20260616_201101_678_landmarks.json,mouth_right,21.979,21.979,22.174,22.374,22.629,22.785,22.995,0,21.979
3,20260616_174418_131_landmarks.json,20260616_201101_678_landmarks.json,mouth_center,12.763,12.763,12.801,12.868,12.992,13.088,13.239,0,12.763
3,20260616_174418_131_landmarks.json,20260616_201101_678_landmarks.json,chin,66.706,66.706,67.859,69.014,70.463,71.334,72.497,0,66.706
3,20260616_174418_131_landmarks.json,20260616_201101_678_landmarks.json,clothing_start,41.819,41.819,35.554,29.291,21.466,16.775,10.536,1,10.536
4,20260616_174433_627_landmarks.json,20260616_201112_589_landmarks.json,left_eye,16.264,16.264,17.984,19.706,21.86,23.154,24.88,0,16.264
4,20260616_174433_627_landmarks.json,20260616_201112_589_landmarks.json,right_eye,3.359,3.359,4.007,5.113,6.798,7.889,9.395,0,3.359
4,20260616_174433_627_landmarks.json,20260616_201112_589_landmarks.json,nose_tip,4.644,4.644,4.644,4.644,4.644,4.644,4.644,0,4.644
4,20260616_174433_627_landmarks.json,20260616_201112_589_landmarks.json,mouth_left,15.101,15.101,15.384,15.669,16.028,16.244,16.534,0,15.101
4,20260616_174433_627_landmarks.json,20260616_201112_589_landmarks.json,mouth_right,6.398,6.398,6.379,6.374,6.389,6.408,6.447,0.4,6.374
4,20260616_174433_627_landmarks.json,20260616_201112_589_landmarks.json,mouth_center,13.274,13.274,12.904,12.544,12.113,11.864,11.544,1,11.544
4,20260616_174433_627_landmarks.json,20260616_201112_589_landmarks.json,chin,21.716,21.716,21.177,20.678,20.115,19.813,19.452,1,19.452
4,20260616_174433_627_landmarks.json,20260616_201112_589_landmarks.json,clothing_start,129.706,129.706,124.572,119.46,113.103,109.31,104.28,1,104.28
5,20260616_174450_946_landmarks.json,20260616_201123_588_landmarks.json,left_eye,10.001,10.001,10.062,10.56,11.707,12.616,14.019,0,10.001
5,20260616_174450_946_landmarks.json,20260616_201123_588_landmarks.json,right_eye,16.936,16.936,17.547,18.356,19.609,20.471,21.728,0,16.936
5,20260616_174450_946_landmarks.json,20260616_201123_588_landmarks.json,nose_tip,9.09,9.09,9.09,9.09,9.09,9.09,9.09,0,9.09
5,20260616_174450_946_landmarks.json,20260616_201123_588_landmarks.json,mouth_left,29.899,29.899,30.279,30.66,31.138,31.425,31.808,0,29.899
5,20260616_174450_946_landmarks.json,20260616_201123_588_landmarks.json,mouth_right,30.187,30.187,30.439,30.693,31.015,31.209,31.47,0,30.187
5,20260616_174450_946_landmarks.json,20260616_201123_588_landmarks.json,mouth_center,20.159,20.159,20.643,21.137,21.764,22.147,22.662,0,20.159
5,20260616_174450_946_landmarks.json,20260616_201123_588_landmarks.json,chin,67.107,67.107,68.394,69.682,71.292,72.259,73.548,0,67.107
5,20260616_174450_946_landmarks.json,20260616_201123_588_landmarks.json,clothing_start,74.018,74.018,80.591,87.167,95.39,100.326,106.909,0,74.018
6,20260616_174507_460_landmarks.json,20260616_201136_332_landmarks.json,left_eye,11.345,11.345,12.788,14.335,16.37,17.629,19.342,0,11.345
6,20260616_174507_460_landmarks.json,20260616_201136_332_landmarks.json,right_eye,15.493,15.493,16.687,17.978,19.698,20.775,22.254,0,15.493
6,20260616_174507_460_landmarks.json,20260616_201136_332_landmarks.json,nose_tip,8.036,8.036,8.036,8.036,8.036,8.036,8.036,0,8.036
6,20260616_174507_460_landmarks.json,20260616_201136_332_landmarks.json,mouth_left,10.948,10.948,11.053,11.17,11.331,11.435,11.582,0,10.948
6,20260616_174507_460_landmarks.json,20260616_201136_332_landmarks.json,mouth_right,18.291,18.291,18.104,17.921,17.698,17.567,17.397,1,17.397
6,20260616_174507_460_landmarks.json,20260616_201136_332_landmarks.json,mouth_center,6.544,6.544,6.165,5.817,5.436,5.241,5.027,1,5.027
6,20260616_174507_460_landmarks.json,20260616_201136_332_landmarks.json,chin,43.096,43.096,41.951,40.806,39.375,38.517,37.373,1,37.373
6,20260616_174507_460_landmarks.json,20260616_201136_332_landmarks.json,clothing_start,34.94,34.94,39.848,44.985,51.621,55.686,61.175,0,34.94
7,20260616_175008_674_landmarks.json,20260616_201145_548_landmarks.json,left_eye,24.327,24.327,22.479,20.654,18.416,17.103,15.399,1,15.399
7,20260616_175008_674_landmarks.json,20260616_201145_548_landmarks.json,right_eye,12.742,12.742,10.903,9.071,6.796,5.45,3.705,1,3.705
7,20260616_175008_674_landmarks.json,20260616_201145_548_landmarks.json,nose_tip,16.04,16.04,16.04,16.04,16.04,16.04,16.04,0,16.04
7,20260616_175008_674_landmarks.json,20260616_201145_548_landmarks.json,mouth_left,13.044,13.044,12.841,12.645,12.413,12.28,12.111,1,12.111
7,20260616_175008_674_landmarks.json,20260616_201145_548_landmarks.json,mouth_right,9.59,9.59,9.666,9.754,9.88,9.963,10.084,0,9.59
7,20260616_175008_674_landmarks.json,20260616_201145_548_landmarks.json,mouth_center,2.14,2.14,1.55,0.971,0.358,0.421,0.934,0.65,0.358
7,20260616_175008_674_landmarks.json,20260616_201145_548_landmarks.json,chin,3.677,3.677,3.451,3.635,4.349,4.951,5.875,0.2,3.451
7,20260616_175008_674_landmarks.json,20260616_201145_548_landmarks.json,clothing_start,51.44,51.44,45.582,39.802,32.75,28.666,23.512,1,23.512
8,20260616_175127_689_landmarks.json,20260616_201158_051_landmarks.json,left_eye,41.771,41.771,40.029,38.309,36.194,34.946,33.311,1,33.311
8,20260616_175127_689_landmarks.json,20260616_201158_051_landmarks.json,right_eye,48.004,48.004,46.513,45.048,43.259,42.209,40.842,1,40.842
8,20260616_175127_689_landmarks.json,20260616_201158_051_landmarks.json,nose_tip,11.948,11.948,11.948,11.948,11.948,11.948,11.948,0,11.948
8,20260616_175127_689_landmarks.json,20260616_201158_051_landmarks.json,mouth_left,16.655,16.655,16.85,17.051,17.31,17.47,17.688,0,16.655
8,20260616_175127_689_landmarks.json,20260616_201158_051_landmarks.json,mouth_right,16.832,16.832,16.828,16.831,16.844,16.857,16.881,0.2,16.828
8,20260616_175127_689_landmarks.json,20260616_201158_051_landmarks.json,mouth_center,3.584,3.584,3.127,2.725,2.342,2.203,2.153,1,2.153
8,20260616_175127_689_landmarks.json,20260616_201158_051_landmarks.json,chin,21.396,21.396,20.196,18.996,17.495,16.595,15.394,1,15.394
8,20260616_175127_689_landmarks.json,20260616_201158_051_landmarks.json,clothing_start,99.147,99.147,93.083,87.024,79.458,74.924,68.886,1,68.886
9,20260616_175141_971_landmarks.json,20260616_201210_747_landmarks.json,left_eye,1.821,1.821,3.091,4.934,7.407,8.921,10.955,0,1.821
9,20260616_175141_971_landmarks.json,20260616_201210_747_landmarks.json,right_eye,10.557,10.557,11.642,12.93,14.744,15.911,17.536,0,10.557
9,20260616_175141_971_landmarks.json,20260616_201210_747_landmarks.json,nose_tip,3.895,3.895,3.895,3.895,3.895,3.895,3.895,0,3.895
9,20260616_175141_971_landmarks.json,20260616_201210_747_landmarks.json,mouth_left,15.391,15.391,15.732,16.076,16.509,16.771,17.122,0,15.391
9,20260616_175141_971_landmarks.json,20260616_201210_747_landmarks.json,mouth_right,18.477,18.477,18.721,18.968,19.283,19.474,19.732,0,18.477
9,20260616_175141_971_landmarks.json,20260616_201210_747_landmarks.json,mouth_center,15.632,15.632,16.019,16.422,16.944,17.268,17.709,0,15.632
9,20260616_175141_971_landmarks.json,20260616_201210_747_landmarks.json,chin,16.093,16.093,17.12,18.177,19.533,20.362,21.482,0,16.093
9,20260616_175141_971_landmarks.json,20260616_201210_747_landmarks.json,clothing_start,87.611,87.611,81.456,75.344,67.783,63.3,57.407,1,57.407
10,20260616_175153_593_landmarks.json,20260616_201222_874_landmarks.json,left_eye,13.229,13.229,11.808,10.43,8.794,7.883,6.795,1,6.795
10,20260616_175153_593_landmarks.json,20260616_201222_874_landmarks.json,right_eye,9.305,9.305,8.061,6.907,5.676,5.115,4.679,1,4.679
10,20260616_175153_593_landmarks.json,20260616_201222_874_landmarks.json,nose_tip,0.808,0.808,0.808,0.808,0.808,0.808,0.808,0,0.808
10,20260616_175153_593_landmarks.json,20260616_201222_874_landmarks.json,mouth_left,17.273,17.273,17.488,17.705,17.98,18.146,18.37,0,17.273
10,20260616_175153_593_landmarks.json,20260616_201222_874_landmarks.json,mouth_right,16.582,16.582,16.82,17.058,17.358,17.538,17.78,0,16.582
10,20260616_175153_593_landmarks.json,20260616_201222_874_landmarks.json,mouth_center,8.532,8.532,8.399,8.291,8.192,8.154,8.126,1,8.126
10,20260616_175153_593_landmarks.json,20260616_201222_874_landmarks.json,chin,3.869,3.869,4.77,5.689,6.852,7.555,8.495,0,3.869
10,20260616_175153_593_landmarks.json,20260616_201222_874_landmarks.json,clothing_start,96.941,96.941,92.109,87.28,81.247,77.631,72.812,1,72.812
11,20260616_175222_977_landmarks.json,20260616_201251_040_landmarks.json,left_eye,14.98,14.98,16.945,18.911,21.368,22.842,24.807,0,14.98
11,20260616_175222_977_landmarks.json,20260616_201251_040_landmarks.json,right_eye,15.662,15.662,16.992,18.411,20.283,21.448,23.039,0,15.662
11,20260616_175222_977_landmarks.json,20260616_201251_040_landmarks.json,nose_tip,10.543,10.543,10.543,10.543,10.543,10.543,10.543,0,10.543
11,20260616_175222_977_landmarks.json,20260616_201251_040_landmarks.json,mouth_left,21.043,21.043,20.882,20.726,20.539,20.431,20.293,1,20.293
11,20260616_175222_977_landmarks.json,20260616_201251_040_landmarks.json,mouth_right,18.961,18.961,18.837,18.718,18.578,18.498,18.396,1,18.396
11,20260616_175222_977_landmarks.json,20260616_201251_040_landmarks.json,mouth_center,13.646,13.646,13.551,13.481,13.432,13.422,13.432,0.8,13.422
11,20260616_175222_977_landmarks.json,20260616_201251_040_landmarks.json,chin,11.92,11.92,10.901,9.924,8.78,8.15,7.398,1,7.398
11,20260616_175222_977_landmarks.json,20260616_201251_040_landmarks.json,clothing_start,108.186,108.186,114.158,120.142,127.638,132.143,138.157,0,108.186
12,20260616_175240_778_landmarks.json,20260616_201300_776_landmarks.json,left_eye,10.056,10.056,11.423,12.933,14.956,16.22,17.949,0,10.056
12,20260616_175240_778_landmarks.json,20260616_201300_776_landmarks.json,right_eye,14.579,14.579,16.156,17.778,19.852,21.115,22.817,0,14.579
12,20260616_175240_778_landmarks.json,20260616_201300_776_landmarks.json,nose_tip,7.139,7.139,7.139,7.139,7.139,7.139,7.139,0,7.139
12,20260616_175240_778_landmarks.json,20260616_201300_776_landmarks.json,mouth_left,16.425,16.425,16.713,17.004,17.373,17.596,17.896,0,16.425
12,20260616_175240_778_landmarks.json,20260616_201300_776_landmarks.json,mouth_right,7.134,7.134,7.297,7.472,7.706,7.854,8.059,0,7.134
12,20260616_175240_778_landmarks.json,20260616_201300_776_landmarks.json,mouth_center,3.112,3.112,3.572,4.065,4.71,5.109,5.65,0,3.112
12,20260616_175240_778_landmarks.json,20260616_201300_776_landmarks.json,chin,7.494,7.494,8.647,9.806,11.261,12.136,13.304,0,7.494
12,20260616_175240_778_landmarks.json,20260616_201300_776_landmarks.json,clothing_start,12.427,12.427,6.452,0.613,7.03,11.512,17.491,0.4,0.613
13,20260616_175257_338_landmarks.json,20260616_201311_183_landmarks.json,left_eye,3.613,3.613,3.34,3.271,3.485,3.754,4.237,0.4,3.271
13,20260616_175257_338_landmarks.json,20260616_201311_183_landmarks.json,right_eye,4.502,4.502,5.005,5.577,6.361,6.858,7.543,0,4.502
13,20260616_175257_338_landmarks.json,20260616_201311_183_landmarks.json,nose_tip,4.591,4.591,4.591,4.591,4.591,4.591,4.591,0,4.591
13,20260616_175257_338_landmarks.json,20260616_201311_183_landmarks.json,mouth_left,3.054,3.054,3.216,3.379,3.582,3.704,3.867,0,3.054
13,20260616_175257_338_landmarks.json,20260616_201311_183_landmarks.json,mouth_right,4.741,4.741,4.878,5.016,5.188,5.293,5.432,0,4.741
13,20260616_175257_338_landmarks.json,20260616_201311_183_landmarks.json,mouth_center,3.296,3.296,3.478,3.67,3.92,4.075,4.286,0,3.296
13,20260616_175257_338_landmarks.json,20260616_201311_183_landmarks.json,chin,5.572,5.572,5.963,6.372,6.905,7.233,7.68,0,5.572
13,20260616_175257_338_landmarks.json,20260616_201311_183_landmarks.json,clothing_start,66.861,66.861,64.284,61.71,58.501,56.579,54.023,1,54.023
14,20260616_175912_984_landmarks.json,20260616_201319_199_landmarks.json,left_eye,14.773,14.773,13.077,11.414,9.412,8.274,6.88,1,6.88
14,20260616_175912_984_landmarks.json,20260616_201319_199_landmarks.json,right_eye,10.054,10.054,10.802,11.749,13.149,14.076,15.389,0,10.054
14,20260616_175912_984_landmarks.json,20260616_201319_199_landmarks.json,nose_tip,9.7,9.7,9.7,9.7,9.7,9.7,9.7,0,9.7
14,20260616_175912_984_landmarks.json,20260616_201319_199_landmarks.json,mouth_left,5.539,5.539,5.774,6.019,6.34,6.538,6.809,0,5.539
14,20260616_175912_984_landmarks.json,20260616_201319_199_landmarks.json,mouth_right,16.268,16.268,16.354,16.445,16.567,16.644,16.752,0,16.268
14,20260616_175912_984_landmarks.json,20260616_201319_199_landmarks.json,mouth_center,14.711,14.711,15.189,15.671,16.28,16.648,17.142,0,14.711
14,20260616_175912_984_landmarks.json,20260616_201319_199_landmarks.json,chin,17.857,17.857,18.284,18.766,19.439,19.879,20.502,0,17.857
14,20260616_175912_984_landmarks.json,20260616_201319_199_landmarks.json,clothing_start,28.505,28.505,29.289,31.08,34.49,37.025,40.836,0,28.505
15,20260616_175932_760_landmarks.json,20260616_201330_726_landmarks.json,left_eye,5.147,5.147,5.546,6.036,6.747,7.214,7.871,0,5.147
15,20260616_175932_760_landmarks.json,20260616_201330_726_landmarks.json,right_eye,4.457,4.457,5.013,5.625,6.445,6.958,7.661,0,4.457
15,20260616_175932_760_landmarks.json,20260616_201330_726_landmarks.json,nose_tip,14.219,14.219,14.219,14.219,14.219,14.219,14.219,0,14.219
15,20260616_175932_760_landmarks.json,20260616_201330_726_landmarks.json,mouth_left,9.712,9.712,9.856,10.001,10.183,10.293,10.439,0,9.712
15,20260616_175932_760_landmarks.json,20260616_201330_726_landmarks.json,mouth_right,16.393,16.393,16.504,16.614,16.754,16.838,16.95,0,16.393
15,20260616_175932_760_landmarks.json,20260616_201330_726_landmarks.json,mouth_center,8.3,8.3,8.282,8.272,8.271,8.277,8.29,0.65,8.271
15,20260616_175932_760_landmarks.json,20260616_201330_726_landmarks.json,chin,6.71,6.71,7.148,7.597,8.168,8.516,8.984,0,6.71
15,20260616_175932_760_landmarks.json,20260616_201330_726_landmarks.json,clothing_start,34.004,34.004,36.609,39.214,42.471,44.425,47.032,0,34.004
16,20260616_175947_280_landmarks.json,20260616_201342_958_landmarks.json,left_eye,5.808,5.808,7.435,9.156,11.375,12.726,14.544,0,5.808
16,20260616_175947_280_landmarks.json,20260616_201342_958_landmarks.json,right_eye,5.914,5.914,7.493,9.139,11.246,12.525,14.243,0,5.914
16,20260616_175947_280_landmarks.json,20260616_201342_958_landmarks.json,nose_tip,2.969,2.969,2.969,2.969,2.969,2.969,2.969,0,2.969
16,20260616_175947_280_landmarks.json,20260616_201342_958_landmarks.json,mouth_left,21.307,21.307,21.596,21.887,22.253,22.475,22.772,0,21.307
16,20260616_175947_280_landmarks.json,20260616_201342_958_landmarks.json,mouth_right,14.662,14.662,14.988,15.315,15.723,15.968,16.294,0,14.662
16,20260616_175947_280_landmarks.json,20260616_201342_958_landmarks.json,mouth_center,21.207,21.207,21.27,21.347,21.466,21.547,21.669,0,21.207
16,20260616_175947_280_landmarks.json,20260616_201342_958_landmarks.json,chin,4.418,4.418,5.081,5.893,7.038,7.771,8.783,0,4.418
16,20260616_175947_280_landmarks.json,20260616_201342_958_landmarks.json,clothing_start,39.954,39.954,34.182,28.425,21.267,17.014,11.464,1,11.464
17,20260616_175958_016_landmarks.json,20260616_201353_655_landmarks.json,left_eye,13.749,13.749,13.774,14.011,14.587,15.069,15.852,0,13.749
17,20260616_175958_016_landmarks.json,20260616_201353_655_landmarks.json,right_eye,8.518,8.518,9.878,11.305,13.148,14.277,15.8,0,8.518
17,20260616_175958_016_landmarks.json,20260616_201353_655_landmarks.json,nose_tip,6.912,6.912,6.912,6.912,6.912,6.912,6.912,0,6.912
17,20260616_175958_016_landmarks.json,20260616_201353_655_landmarks.json,mouth_left,24.557,24.557,24.767,24.981,25.251,25.415,25.636,0,24.557
17,20260616_175958_016_landmarks.json,20260616_201353_655_landmarks.json,mouth_right,10.681,10.681,10.969,11.257,11.618,11.835,12.125,0,10.681
17,20260616_175958_016_landmarks.json,20260616_201353_655_landmarks.json,mouth_center,11.139,11.139,11.117,11.119,11.156,11.196,11.271,0.2,11.117
17,20260616_175958_016_landmarks.json,20260616_201353_655_landmarks.json,chin,6.766,6.766,7.788,8.816,10.107,10.883,11.921,0,6.766
17,20260616_175958_016_landmarks.json,20260616_201353_655_landmarks.json,clothing_start,50.035,50.035,44.793,39.571,33.088,29.233,24.161,1,24.161
18,20260616_180019_592_landmarks.json,20260616_201407_373_landmarks.json,left_eye,15.961,15.961,17.12,18.404,20.149,21.255,22.787,0,15.961
18,20260616_180019_592_landmarks.json,20260616_201407_373_landmarks.json,right_eye,17.326,17.326,18.892,20.495,22.54,23.785,25.46,0,17.326
18,20260616_180019_592_landmarks.json,20260616_201407_373_landmarks.json,nose_tip,4.925,4.925,4.925,4.925,4.925,4.925,4.925,0,4.925
18,20260616_180019_592_landmarks.json,20260616_201407_373_landmarks.json,mouth_left,20.04,20.04,20.359,20.68,21.083,21.325,21.65,0,20.04
18,20260616_180019_592_landmarks.json,20260616_201407_373_landmarks.json,mouth_right,16.266,16.266,16.512,16.761,17.076,17.267,17.525,0,16.266
18,20260616_180019_592_landmarks.json,20260616_201407_373_landmarks.json,mouth_center,9.811,9.811,9.791,9.805,9.871,9.936,10.051,0.2,9.791
18,20260616_180019_592_landmarks.json,20260616_201407_373_landmarks.json,chin,19.982,19.982,20.952,21.942,23.202,23.969,25.002,0,19.982
18,20260616_180019_592_landmarks.json,20260616_201407_373_landmarks.json,clothing_start,12.116,12.116,15.875,20.672,27.298,31.44,37.071,0,12.116
19,20260616_180035_840_landmarks.json,20260616_201417_988_landmarks.json,left_eye,14.064,14.064,15.67,17.33,19.46,20.76,22.514,0,14.064
19,20260616_180035_840_landmarks.json,20260616_201417_988_landmarks.json,right_eye,12.081,12.081,12.091,12.357,13.021,13.578,14.475,0,12.081
19,20260616_180035_840_landmarks.json,20260616_201417_988_landmarks.json,nose_tip,9.577,9.577,9.577,9.577,9.577,9.577,9.577,0,9.577
19,20260616_180035_840_landmarks.json,20260616_201417_988_landmarks.json,mouth_left,17.846,17.846,18.198,18.551,18.992,19.257,19.61,0,17.846
19,20260616_180035_840_landmarks.json,20260616_201417_988_landmarks.json,mouth_right,6.488,6.488,6.18,5.873,5.494,5.269,4.972,1,4.972
19,20260616_180035_840_landmarks.json,20260616_201417_988_landmarks.json,mouth_center,9.463,9.463,9.191,8.947,8.685,8.553,8.407,1,8.407
19,20260616_180035_840_landmarks.json,20260616_201417_988_landmarks.json,chin,17.478,17.478,17.64,17.874,18.264,18.548,18.979,0,17.478
19,20260616_180035_840_landmarks.json,20260616_201417_988_landmarks.json,clothing_start,64.374,64.374,59.223,54.208,48.196,44.769,40.482,1,40.482
20,20260616_180047_511_landmarks.json,20260616_201429_972_landmarks.json,left_eye,18.413,18.413,17.967,17.701,17.634,17.736,18.036,0.65,17.634
20,20260616_180047_511_landmarks.json,20260616_201429_972_landmarks.json,right_eye,9.555,9.555,11.246,12.946,15.08,16.363,18.076,0,9.555
20,20260616_180047_511_landmarks.json,20260616_201429_972_landmarks.json,nose_tip,4.199,4.199,4.199,4.199,4.199,4.199,4.199,0,4.199
20,20260616_180047_511_landmarks.json,20260616_201429_972_landmarks.json,mouth_left,23.546,23.546,23.797,24.052,24.373,24.567,24.829,0,23.546
20,20260616_180047_511_landmarks.json,20260616_201429_972_landmarks.json,mouth_right,12.984,12.984,13.256,13.53,13.875,14.084,14.363,0,12.984
20,20260616_180047_511_landmarks.json,20260616_201429_972_landmarks.json,mouth_center,10.274,10.274,10.457,10.666,10.961,11.156,11.434,0,10.274
20,20260616_180047_511_landmarks.json,20260616_201429_972_landmarks.json,chin,10.303,10.303,11.298,12.314,13.608,14.394,15.451,0,10.303
20,20260616_180047_511_landmarks.json,20260616_201429_972_landmarks.json,clothing_start,219.736,219.736,214.127,208.523,201.526,197.331,191.744,1,191.744
21,20260616_180107_304_landmarks.json,20260616_201441_259_landmarks.json,left_eye,0.231,0.231,1.022,1.845,2.877,3.496,4.323,0,0.231
21,20260616_180107_304_landmarks.json,20260616_201441_259_landmarks.json,right_eye,5.253,5.253,5.776,6.351,7.125,7.611,8.279,0,5.253
21,20260616_180107_304_landmarks.json,20260616_201441_259_landmarks.json,nose_tip,8.774,8.774,8.774,8.774,8.774,8.774,8.774,0,8.774
21,20260616_180107_304_landmarks.json,20260616_201441_259_landmarks.json,mouth_left,3.145,3.145,3.227,3.314,3.431,3.504,3.606,0,3.145
21,20260616_180107_304_landmarks.json,20260616_201441_259_landmarks.json,mouth_right,8.002,8.002,8.092,8.183,8.3,8.371,8.467,0,8.002
21,20260616_180107_304_landmarks.json,20260616_201441_259_landmarks.json,mouth_center,5.69,5.69,5.89,6.094,6.354,6.512,6.726,0,5.69
21,20260616_180107_304_landmarks.json,20260616_201441_259_landmarks.json,chin,17.963,17.963,18.468,18.974,19.605,19.984,20.489,0,17.963
21,20260616_180107_304_landmarks.json,20260616_201441_259_landmarks.json,clothing_start,37.854,37.854,35.451,33.071,30.14,28.41,26.145,1,26.145
22,20260616_180119_369_landmarks.json,20260616_201452_131_landmarks.json,left_eye,8.968,8.968,9.309,9.935,11.04,11.838,13.021,0,8.968
22,20260616_180119_369_landmarks.json,20260616_201452_131_landmarks.json,right_eye,9.587,9.587,10.891,12.266,14.052,15.149,16.635,0,9.587
22,20260616_180119_369_landmarks.json,20260616_201452_131_landmarks.json,nose_tip,3.629,3.629,3.629,3.629,3.629,3.629,3.629,0,3.629
22,20260616_180119_369_landmarks.json,20260616_201452_131_landmarks.json,mouth_left,18.39,18.39,18.667,18.945,19.295,19.507,19.789,0,18.39
22,20260616_180119_369_landmarks.json,20260616_201452_131_landmarks.json,mouth_right,15.69,15.69,15.884,16.082,16.333,16.486,16.692,0,15.69
22,20260616_180119_369_landmarks.json,20260616_201452_131_landmarks.json,mouth_center,12.924,12.924,12.998,13.091,13.236,13.337,13.488,0,12.924
22,20260616_180119_369_landmarks.json,20260616_201452_131_landmarks.json,chin,6.542,6.542,7.488,8.457,9.688,10.435,11.437,0,6.542
22,20260616_180119_369_landmarks.json,20260616_201452_131_landmarks.json,clothing_start,33.649,33.649,38.913,44.18,50.769,54.724,59.998,0,33.649
23,20260616_180136_487_landmarks.json,20260616_201505_010_landmarks.json,left_eye,7.95,7.95,7.184,6.848,7.117,7.619,8.598,0.4,6.848
23,20260616_180136_487_landmarks.json,20260616_201505_010_landmarks.json,right_eye,14.225,14.225,15.047,16.016,17.399,18.303,19.579,0,14.225
23,20260616_180136_487_landmarks.json,20260616_201505_010_landmarks.json,nose_tip,3.159,3.159,3.159,3.159,3.159,3.159,3.159,0,3.159
23,20260616_180136_487_landmarks.json,20260616_201505_010_landmarks.json,mouth_left,20.05,20.05,20.094,20.144,20.215,20.263,20.331,0,20.05
